,prices,profit,signal
0,3439.862,0.0,1.0
1,3447.764,0.001698753999999969,1.0
2,3450.756,0.001698753999999969,1.0
3,3444.7709999999997,0.0003340590000000532,-1.0
4,3442.619,0.0003344189999998637,1.0
5,3446.7690000000002,0.0003344189999998637,1.0
6,3448.685,0.0003344189999998637,1.0
7,3452.9190000000003,0.0003344189999998637,1.0
8,3450.76,0.0003344189999998637,1.0
9,3448.845,0.0003344189999998637,1.0
10,3448.847,0.0003344189999998637,1.0
11,3446.09,-0.0006175390000000558,-1.0
12,3439.712,0.0008069939999997278,1.0
13,3440.7090000000003,0.0004516260000000383,-1.0
14,3439.9440000000004,0.0004516260000000383,-1.0
15,3438.868,0.00042257100000009373,1.0
16,3442.8579999999997,0.00042257100000009373,1.0
17,3443.861,0.0006001310000001148,-1.0
18,3441.788,0.002905211000000074,1.0
19,3433.7290000000003,0.002905211000000074,1.0
20,3427.671,0.002905211000000074,1.0
21,3425.8059999999996,0.002905211000000074,1.0
22,3423.8109999999997,-0.00022554100000005128,-1.0
23,3426.9559999999997,-0.00022554100000005128,-1.0
24,3426.8790000000004,-0.00022554100000005128,-1.0
25,3430.87,-0.00022554100000005128,-1.0
26,3436.955,-0.00022554100000005128,-1.0
27,3433.0429999999997,-0.0016122410000001253,1.0
28,3432.886,-0.0010825130000000627,-1.0
29,3437.802,-0.0010825130000000627,-1.0
30,3443.9440000000004,-0.0010825130000000627,-1.0
31,3443.947,-0.0010825130000000627,-1.0
32,3442.8709999999996,-0.0010825130000000627,-1.0
33,3450.8579999999997,-0.003460129000000034,1.0
34,3448.022,-0.004245046000000086,-1.0
35,3448.705,-0.004245046000000086,-1.0
36,3450.7009999999996,-0.004245046000000086,-1.0
37,3453.764,-0.004911775000000063,1.0
38,3453.921,-0.004911775000000063,1.0
39,3456.915,-0.004911775000000063,1.0
40,3462.8990000000003,-0.004911775000000063,1.0
41,3469.573,-0.004911775000000063,1.0
42,3432.289,-0.004911775000000063,1.0
43,3447.938,-0.006623631000000074,-1.0
44,3446.94,-0.006623631000000074,-1.0
45,3444.1820000000002,-0.006623631000000074,-1.0
46,3443.184,-0.006623631000000074,-1.0
47,3445.179,-0.006623631000000074,-1.0
48,3434.725,-0.006107116999999995,1.0
49,3447.381,-0.0032784619999999265,-1.0
50,3450.39,-0.0038695140000000183,1.0
51,3452.3070000000002,-0.004512681999999879,1.0
52,3449.158,-0.006329302000000037,-1.0
53,3446.087,-0.00407963499999997,1.0
54,3439.255,-0.00622923700000011,-1.0
55,3438.1809999999996,-0.00622923700000011,-1.0
56,3441.1740000000004,-0.004634869000000097,1.0
57,3432.039,-0.006823150000000111,-1.0
58,3432.803,-0.006619030000000192,-1.0
59,3432.9590000000003,-0.006619030000000192,-1.0
60,3440.0440000000003,-0.008670262000000095,1.0
61,3445.9509999999996,-0.008670262000000095,1.0
62,3440.962,-0.008670262000000095,1.0
63,3438.889,-0.009043324000000297,-1.0
64,3440.1209999999996,-0.008903212000000216,1.0
65,3440.055,-0.008903212000000216,1.0
66,3440.8959999999997,-0.008785708000000114,-1.0
67,3442.7329999999997,-0.008410025000000099,1.0
68,3440.887,-0.008410025000000099,1.0
69,3441.885,-0.008186765000000151,-1.0
70,3445.953,-0.008186765000000151,-1.0
71,3442.0409999999997,-0.008186765000000151,-1.0
72,3439.042,-0.008186765000000151,-1.0
73,3438.8790000000004,-0.008186765000000151,-1.0
74,3441.8720000000003,-0.008186765000000151,-1.0
75,3442.789,-0.008186765000000151,-1.0
76,3443.9429999999998,-0.008186765000000151,-1.0
77,3446.857,-0.008186765000000151,-1.0
78,3444.099,-0.008186765000000151,-1.0
79,3449.009,-0.008364579000000094,1.0
80,3444.862,-0.009706275000000097,-1.0
81,3444.0209999999997,-0.009706275000000097,-1.0
82,3443.0240000000003,-0.009573272000000133,1.0
83,3446.075,-0.009578172000000107,-1.0
84,3444.9990000000003,-0.008787162000000182,1.0
85,3443.845,-0.009588305000000186,-1.0
86,3442.848,-0.007312297000000134,1.0
87,3434.113,-0.007312297000000134,1.0
88,3432.028,-0.009778917000000109,-1.0
89,3433.2129999999997,-0.009778917000000109,-1.0
90,3430.13,-0.009778917000000109,-1.0
91,3432.1240000000003,-0.009778917000000109,-1.0
92,3432.1240000000003,-0.01020089500000021,1.0
93,3436.117,-0.01020089500000021,1.0
94,3433.941,-0.01020089500000021,1.0
95,3431.855,-0.01020089500000021,1.0
96,3432.0370000000003,-0.01020089500000021,1.0
97,3431.13,-0.01020089500000021,1.0
98,3433.079,-0.010191822000000239,-1.0
99,3434.167,-0.009604262000000197,1.0
100,3431.903,-0.009604262000000197,1.0
101,3434.982,-0.009604262000000197,1.0
102,3435.073,-0.009604262000000197,1.0
103,3431.991,-0.010867700000000258,-1.0
104,3429.7859999999996,-0.009182387000000292,1.0
105,3425.074,-0.011307629000000263,-1.0
106,3421.265,-0.011307629000000263,-1.0
107,3408.018,-0.00733433600000033,-1.0
108,3406.905,-0.00733433600000033,-1.0
109,3406.902,-0.00733433600000033,-1.0
110,3416.865,-0.00733433600000033,-1.0
111,3417.862,-0.010370422000000379,1.0
112,3423.945,-0.009327160000000334,-1.0
113,3425.131,-0.009327160000000334,-1.0
114,3418.06,-0.008223804000000334,-1.0
115,3419.781,-0.008223804000000334,-1.0
116,3418.784,-0.008223804000000334,-1.0
117,3417.7870000000003,-0.008392291000000274,1.0
118,3420.961,-0.007984436000000317,-1.0
119,3421.684,-0.0070034170000004,1.0
120,3417.8779999999997,-0.00704270900000048,-1.0
121,3423.4959999999996,-0.00704270900000048,-1.0
122,3426.487,-0.00704270900000048,-1.0
123,3424.68,-0.00704270900000048,-1.0
124,3424.677,-0.00704270900000048,-1.0
125,3432.39,-0.00704270900000048,-1.0
126,3427.7729999999997,-0.008117657000000444,1.0
127,3425.506,-0.010879578000000278,-1.0
128,3415.8940000000002,-0.009770674000000312,1.0
129,3421.79,-0.009545665000000536,-1.0
130,3418.9809999999998,-0.009545665000000536,-1.0
131,3420.884,-0.009545665000000536,-1.0
132,2963.745,-0.009545665000000536,-1.0
133,2974.8940000000002,-0.009545665000000536,-1.0
134,2963.7690000000002,-0.009545665000000536,-1.0
135,2977.42,0.08403915099999959,-1.0
136,2973.863,0.08403915099999959,-1.0
137,2975.6490000000003,0.08774390499999951,1.0
138,2965.8990000000003,0.08774390499999951,1.0
139,2968.563,0.08774390499999951,1.0
140,2968.099,0.08774390499999951,1.0
141,2964.5359999999996,0.08774390499999951,1.0
142,2970.73,0.08774390499999951,1.0
143,2970.9440000000004,0.08774390499999951,1.0
144,2968.384,0.08774390499999951,1.0
145,2967.387,0.08774390499999951,1.0
146,2941.2309999999998,0.08774390499999951,1.0
147,2936.566,0.08774390499999951,1.0
148,2936.348,0.08774390499999951,1.0
149,2936.342,0.08774390499999951,1.0
150,2936.342,0.08774390499999951,1.0
151,2936.327,0.08774390499999951,1.0
152,2936.325,0.08774390499999951,1.0
153,2936.325,0.08774390499999951,1.0
154,2936.32,0.08774390499999951,1.0
155,2936.3179999999998,0.08774390499999951,1.0
156,2936.3190000000004,0.08774390499999951,1.0
157,2936.3190000000004,0.08774390499999951,1.0
158,2936.315,0.08774390499999951,1.0
159,2936.3140000000003,0.08774390499999951,1.0
160,2936.312,0.08774390499999951,1.0
161,2936.304,0.08774390499999951,1.0
162,2936.3059999999996,0.08774390499999951,1.0
163,2936.3059999999996,0.08774390499999951,1.0
164,2936.2990000000004,0.08774390499999951,1.0
165,2936.2990000000004,0.08774390499999951,1.0
166,2936.298,0.08774390499999951,1.0
167,2936.298,0.07579346599999925,-1.0
168,2936.298,0.07579346599999925,-1.0
169,2936.298,0.07579346599999925,-1.0
170,2936.298,0.07579346599999925,-1.0
171,2936.298,0.07579346599999925,-1.0
172,2936.298,0.07579346599999925,-1.0
173,2936.298,0.0763431909999992,1.0
174,2936.2990000000004,0.0758174539999994,-1.0
175,2936.2990000000004,0.07633823399999962,1.0
176,2936.296,0.07341349399999975,-1.0
177,2927.05,0.07424106199999958,1.0
178,2935.012,0.07731690199999974,-1.0
179,2941.065,0.08218429099999991,1.0
180,2918.363,0.08218429099999991,1.0
181,2929.2270000000003,0.07385846399999996,-1.0
182,2908.518,0.08343998399999997,1.0
183,2892.7470000000003,0.08343998399999997,1.0
184,2902.815,0.08343998399999997,1.0
185,2896.5290000000005,0.08178088499999991,-1.0
186,2903.801,0.07863427800000022,1.0
187,2911.478,0.07903243800000004,-1.0
188,2907.381,0.08162719200000002,1.0
189,2902.8,0.08162719200000002,1.0
190,2905.592,0.08162719200000002,1.0
191,2908.699,0.08053773200000003,1.0
192,2904.9159999999997,0.08053773200000003,1.0
193,2876.982,0.08053773200000003,1.0
194,2886.954,0.08053773200000003,1.0
195,2874.687,0.08053773200000003,1.0
196,2874.788,0.08053773200000003,1.0
197,2878.574,0.08053773200000003,1.0
198,2870.006,0.06947035900000009,-1.0
199,2864.3920000000003,0.06947035900000009,-1.0
200,2845.994,0.06947035900000009,-1.0
201,2821.244,0.06947035900000009,-1.0
202,2832.3059999999996,0.06947035900000009,-1.0
203,2848.225,0.06947035900000009,-1.0
204,2843.04,0.06947035900000009,-1.0
205,2860.132,0.06947035900000009,-1.0
206,2860.232,0.06947035900000009,-1.0
207,2867.2209999999995,0.06947035900000009,-1.0
208,2863.133,0.06947035900000009,-1.0
209,2872.917,0.06947035900000009,-1.0
210,2870.125,0.06947035900000009,-1.0
211,2881.91,0.06947035900000009,-1.0
212,2897.173,0.06947035900000009,-1.0
213,2896.0690000000004,0.06947035900000009,-1.0
214,2892.475,0.06947035900000009,-1.0
215,2910.5209999999997,0.06947035900000009,-1.0
216,2893.862,0.06947035900000009,-1.0
217,2883.9829999999997,0.06947035900000009,-1.0
218,2894.947,0.06947035900000009,-1.0
219,2897.857,0.06947035900000009,-1.0
220,2898.038,0.06947035900000009,-1.0
221,2895.6240000000003,0.06947035900000009,-1.0
222,2618.824,0.06947035900000009,-1.0
223,2618.769,0.06947035900000009,-1.0
224,2645.2870000000003,0.06947035900000009,-1.0
225,2619.953,0.1279254390000002,1.0
226,2632.4359999999997,0.1319802100000005,-1.0
227,2635.4240000000004,0.12486761000000035,1.0
228,2657.756,0.12486761000000035,1.0
229,2683.345,0.12486761000000035,1.0
230,2702.118,0.12486761000000035,1.0
231,2756.3520000000003,0.12486761000000035,1.0
232,2714.9840000000004,0.14241020000000026,-1.0
233,2694.013,0.14241020000000026,-1.0
234,2692.21,0.14241020000000026,-1.0
235,2691.607,0.14241020000000026,-1.0
236,2694.542,0.14241020000000026,-1.0
237,2718.407,0.14241020000000026,-1.0
238,2713.5209999999997,0.14241020000000026,-1.0
239,2698.6059999999998,0.14241020000000026,-1.0
240,2697.758,0.14241020000000026,-1.0
241,2705.817,0.14241020000000026,-1.0
242,2698.915,0.1491373100000002,1.0
243,2693.1290000000004,0.13067041400000035,-1.0
244,2633.022,0.13067041400000035,-1.0
245,2661.1929999999998,0.13067041400000035,-1.0
246,2664.2340000000004,0.14136659600000057,1.0
247,2653.8309999999997,0.14136659600000057,1.0
248,2659.211,0.14136659600000057,1.0
249,2700.191,0.14136659600000057,1.0
250,2695.2270000000003,0.14136659600000057,1.0
251,2703.1620000000003,0.14136659600000057,1.0
252,2699.798,0.14136659600000057,1.0
253,2713.475,0.14136659600000057,1.0
254,2702.41,0.14136659600000057,1.0
255,2703.645,0.14136659600000057,1.0
256,2708.8779999999997,0.14136659600000057,1.0
257,2707.3559999999998,0.14136659600000057,1.0
258,2712.055,0.14136659600000057,1.0
259,2690.598,0.14136659600000057,1.0
260,2684.492,0.1491871070000006,-1.0
261,2694.065,0.1491871070000006,-1.0
262,2703.473,0.1491871070000006,-1.0
263,2707.282,0.1491871070000006,-1.0
264,2716.341,0.1491871070000006,-1.0
265,2714.7290000000003,0.1491871070000006,-1.0
266,2704.282,0.1491871070000006,-1.0
267,2817.324,0.1491871070000006,-1.0
268,2812.116,0.11780815300000058,1.0
269,2806.259,0.11780815300000058,1.0
270,2775.397,0.11000734800000078,-1.0
271,2784.679,0.11261176800000094,-1.0
272,2767.7509999999997,0.11261176800000094,-1.0
273,2766.572,0.11261176800000094,-1.0
274,2746.387,0.11261176800000094,-1.0
275,2761.28,0.11261176800000094,-1.0
276,2757.304,0.11261176800000094,-1.0
277,2760.3059999999996,0.11261176800000094,-1.0
278,2757.369,0.11261176800000094,-1.0
279,2752.796,0.11261176800000094,-1.0
280,2751.8,0.12278223600000104,1.0
281,2753.658,0.12373528500000108,-1.0
282,2756.7690000000002,0.12340087400000099,1.0
283,2756.7690000000002,0.12109131300000087,-1.0
284,2751.2459999999996,0.12684728100000098,1.0
285,2738.783,0.12684728100000098,1.0
286,2742.525,0.12415359000000104,-1.0
287,2744.237,0.12415359000000104,-1.0
288,2757.8959999999997,0.12111503800000101,1.0
289,2754.9309999999996,0.12162689200000121,-1.0
290,2761.637,0.12161254000000121,1.0
291,2756.9829999999997,0.12161254000000121,1.0
292,2761.967,0.12161254000000121,1.0
293,2762.829,0.12161254000000121,1.0
294,2752.1459999999997,0.12161254000000121,1.0
295,2748.097,0.11866264000000104,-1.0
296,2753.804,0.11866264000000104,-1.0
297,2747.002,0.11866264000000104,-1.0
298,2753.078,0.11866264000000104,-1.0
299,2750.685,0.11866264000000104,-1.0
300,2751.765,0.11938264600000115,1.0
301,2747.6479999999997,0.11777566200000122,-1.0
302,2748.336,0.11777566200000122,-1.0
303,2749.494,0.11777566200000122,-1.0
304,2762.743,0.11367799800000111,1.0
305,2763.8759999999997,0.11601033800000105,1.0
306,2773.163,0.11601033800000105,1.0
307,2773.163,0.11894442800000116,-1.0
308,2776.743,0.12140412800000111,1.0
309,2766.053,0.12140412800000111,1.0
310,2769.4990000000003,0.12140412800000111,1.0
311,2751.563,0.12140412800000111,1.0
312,2649.308,0.12140412800000111,1.0
313,2639.119,0.08518631900000129,-1.0
314,2649.8540000000003,0.08518631900000129,-1.0
315,2658.344,0.08518631900000129,-1.0
316,2657.197,0.08518631900000129,-1.0
317,2649.546,0.08518631900000129,-1.0
318,2645.2259999999997,0.08518631900000129,-1.0
319,2649.836,0.08518631900000129,-1.0
320,2652.423,0.08518631900000129,-1.0
321,2652.355,0.0799762150000014,1.0
322,2658.3709999999996,0.08108230000000138,-1.0
323,2658.236,0.08108230000000138,-1.0
324,2668.7090000000003,0.0811267990000013,1.0
325,2660.208,0.07719242100000123,-1.0
326,2656.191,0.0792272150000013,1.0
327,2654.197,0.0792272150000013,1.0
328,2645.112,0.0792272150000013,1.0
329,2643.949,0.0792272150000013,1.0
330,2643.098,0.0792272150000013,1.0
331,2630.583,0.07455892300000144,-1.0
332,2640.772,0.07455892300000144,-1.0
333,2641.616,0.0733420330000012,1.0
334,2637.09,0.0723313240000012,-1.0
335,2639.7729999999997,0.07240838800000127,1.0
336,2638.778,0.07240838800000127,1.0
337,2633.651,0.07240838800000127,1.0
338,2635.4559999999997,0.07257647200000128,-1.0
339,2642.417,0.07257647200000128,-1.0
340,2647.393,0.07257647200000128,-1.0
341,2654.042,0.07257647200000128,-1.0
342,2655.491,0.0664299070000014,-1.0
343,2662.1409999999996,0.0646385110000014,0.0
344,2665.348,0.0646385110000014,-1.0
345,2664.215,0.0646385110000014,-1.0
346,2666.8979999999997,0.0646385110000014,-1.0
347,2678.3920000000003,0.0646385110000014,-1.0
348,2674.395,0.0646385110000014,-1.0
349,2678.5440000000003,0.0646385110000014,-1.0
350,2680.534,0.0646385110000014,-1.0
351,2674.539,0.06347467400000117,1.0
352,2672.567,0.061903445000001334,-1.0
353,2670.698,0.061903445000001334,-1.0
354,2675.6740000000004,0.061903445000001334,-1.0
355,2669.051,0.061903445000001334,-1.0
356,2671.1620000000003,0.061903445000001334,-1.0
357,2555.71,0.061903445000001334,-1.0
358,2560.169,0.08791524900000125,-1.0
359,2565.731,0.08791524900000125,-1.0
360,2587.726,0.08791524900000125,-1.0
361,2574.563,0.08791524900000125,-1.0
362,2576.6820000000002,0.08791524900000125,-1.0
363,2581.357,0.08332394300000123,1.0
364,2577.3720000000003,0.08332394300000123,1.0
365,2577.2670000000003,0.08332394300000123,1.0
366,2576.5589999999997,0.08332394300000123,1.0
367,2570.833,0.08332394300000123,1.0
368,2576.2329999999997,0.08332394300000123,1.0
369,2568.842,0.07837804500000134,-1.0
370,2565.5660000000003,0.08080574500000126,1.0
371,2562.014,0.08040789100000123,-1.0
372,2566.14,0.08040789100000123,-1.0
373,2562.856,0.0801447150000012,1.0
374,2564.996,0.0801447150000012,1.0
375,2563.146,0.07785163900000103,-1.0
376,2557.0029999999997,0.07785163900000103,-1.0
377,2554.156,0.07785163900000103,-1.0
378,2547.018,0.08370047100000111,1.0
379,2543.322,0.08315666300000113,-1.0
380,2547.1620000000003,0.08152930300000127,1.0
381,2551.134,0.08152930300000127,1.0
382,2556.669,0.08152930300000127,1.0
383,2551.5460000000003,0.08110851900000116,-1.0
384,2547.706,0.08110851900000116,-1.0
385,2553.394,0.08110851900000116,-1.0
386,2556.0820000000003,0.08224256100000105,1.0
387,2549.3920000000003,0.07969244800000097,-1.0
388,2549.071,0.07969244800000097,-1.0
389,2536.252,0.07969244800000097,-1.0
390,2533.131,0.07969244800000097,-1.0
391,2524.132,0.07969244800000097,-1.0
392,2524.129,0.07969244800000097,-1.0
393,2524.135,0.08714425600000109,1.0
394,2524.096,0.08652991500000096,-1.0
395,2524.094,0.08652991500000096,-1.0
396,2524.094,0.08652991500000096,-1.0
397,2524.094,0.08652991500000096,-1.0
398,2524.094,0.08652991500000096,-1.0
399,2524.094,0.08652991500000096,-1.0
400,2524.084,0.08712552000000096,1.0
401,2524.077,0.12859301100000087,-1.0
402,2660.283,0.12859301100000087,-1.0
403,2649.82,0.09747572100000101,1.0
404,2633.3779999999997,0.09747572100000101,1.0
405,2631.836,0.09747572100000101,1.0
406,2642.2209999999995,0.09747572100000101,1.0
407,2638.187,0.09747572100000101,1.0
408,2633.902,0.09747572100000101,1.0
409,2642.7059999999997,0.09747572100000101,1.0
410,2631.5959999999995,0.09747572100000101,1.0
411,2631.2129999999997,0.09747572100000101,1.0
412,2628.3259999999996,0.09747572100000101,1.0
413,2628.405,0.09747572100000101,1.0
414,2623.262,0.09747572100000101,1.0
415,2615.612,0.09747572100000101,1.0
416,2606.812,0.09747572100000101,1.0
417,2614.112,0.08977468900000085,-1.0
418,2625.803,0.09342972500000113,1.0
419,2604.245,0.09342972500000113,1.0
420,2602.004,0.09342972500000113,1.0
421,2601.176,0.09342972500000113,1.0
422,2599.3379999999997,0.09342972500000113,1.0
423,2606.306,0.09342972500000113,1.0
424,2598.843,0.0880580190000011,-1.0
425,2610.641,0.0880580190000011,-1.0
426,2621.587,0.0880580190000011,-1.0
427,2630.458,0.07446437400000105,1.0
428,2648.54,0.07446437400000105,1.0
429,2664.345,0.07446437400000105,1.0
430,2664.3790000000004,0.07446437400000105,1.0
431,2679.322,0.07446437400000105,1.0
432,2679.825,0.07446437400000105,1.0
433,2683.51,0.07446437400000105,1.0
434,2683.514,0.07446437400000105,1.0
435,2683.514,0.07446437400000105,1.0
436,2683.805,0.07446437400000105,1.0
437,2683.8940000000002,0.07446437400000105,1.0
438,2683.914,0.07446437400000105,1.0
439,2683.9240000000004,0.07446437400000105,1.0
440,2683.9440000000004,0.08908554600000107,-1.0
441,2683.941,0.08908554600000107,-1.0
442,2683.744,0.08908554600000107,-1.0
443,2683.9309999999996,0.08965354600000097,1.0
444,2683.9440000000004,0.08965354600000097,1.0
445,2683.881,0.08965354600000097,1.0
446,2683.934,0.08965354600000097,1.0
447,2759.763,0.10776257400000122,-1.0
448,2753.502,0.11519349000000112,1.0
449,2732.961,0.11519349000000112,1.0
450,2741.301,0.11519349000000112,1.0
451,2748.704,0.11519349000000112,1.0
452,2747.5170000000003,0.11276220400000114,-1.0
453,2747.0009999999997,0.11276220400000114,-1.0
454,2749.607,0.11365373700000103,1.0
455,2746.048,0.11365373700000103,1.0
456,2749.6459999999997,0.11365373700000103,1.0
457,2752.45,0.11365373700000103,1.0
458,2762.364,0.11365373700000103,1.0
459,2766.893,0.11365373700000103,1.0
460,2767.9040000000005,0.11365373700000103,1.0
461,2768.4959999999996,0.11365373700000103,1.0
462,2769.643,0.11365373700000103,1.0
463,2769.261,0.11365373700000103,1.0
464,2768.0690000000004,0.11365373700000103,1.0
465,2768.8340000000003,0.11365373700000103,1.0
466,2768.0690000000004,0.11365373700000103,1.0
467,2768.305,0.11365373700000103,1.0
468,2768.684,0.11365373700000103,1.0
469,2769.066,0.11866447000000124,-1.0
470,2769.066,0.11936717200000091,1.0
471,2768.492,0.11880917200000085,-1.0
472,2769.066,0.11880917200000085,-1.0
473,2769.448,0.118960697000001,1.0
474,2769.941,0.11853064700000115,-1.0
475,2769.923,0.11853064700000115,-1.0
476,2769.949,0.11853064700000115,-1.0
477,2769.9640000000004,0.11853064700000115,-1.0
478,2769.9640000000004,0.11853064700000115,-1.0
479,2769.9640000000004,0.11853064700000115,-1.0
480,2769.9640000000004,0.11853064700000115,-1.0
481,2769.972,0.11853064700000115,-1.0
482,2769.972,0.11904823100000117,-1.0
483,2769.973,0.11904823100000117,-1.0
484,2769.973,0.11904823100000117,-1.0
485,2769.969,0.11904823100000117,-1.0
486,2769.966,0.11904823100000117,-1.0
487,2769.969,0.11904823100000117,-1.0
488,2769.973,0.11904823100000117,-1.0
489,2769.973,0.11904823100000117,-1.0
490,2769.973,0.11953998500000096,1.0
491,2769.973,0.10700500100000099,-1.0
492,2724.849,0.10700500100000099,-1.0
493,2716.9759999999997,0.11609863300000134,-1.0
494,2736.4509999999996,0.11609863300000134,-1.0
495,2736.263,0.11609863300000134,-1.0
496,2747.975,0.11014694300000105,-1.0
497,2738.175,0.11014694300000105,-1.0
498,2739.176,0.11014694300000105,-1.0
499,2735.98,0.11272333100000109,1.0
